Numéro EMIS;teacher_surname;teacher_name;teacher_sex;Date of birth
15952;Qadapu;Catuo Zugeix A;Male;07/10/1962
15953;Qadapu;Catuo Zulyt;Male;25/04/1960
15954;Qadapu;Ceut;Male;27/07/1991
15955;Qadapu;Ceut;Male;16/09/1985
15956;Qadapu;Ceut  Galuggit;Male;28/07/1984
15957;Qadapu;Cexugez;Female;14/02/1998
15958;Qadapu;Cexugune;Female;07/04/1984
15959;Qadapu;Civigu G.;Female;16/08/1974
15960;Qadapu;Civikjil;Male;13/08/1975
15961;Qadapu;Civikjil;Male;24/12/1962
15962;Qadapu;Cujexyi Tudyt;Male;27/05/1967
15963;Qadapu;Cukja;Male;11/04/1967
15964;Qadapu;Cuknu Uereznu;Female;22/07/1995
15965;Qadapu;Cukyge;Male;12/02/1979
15966;Qadapu;Cungunu;Female;11/10/1994
15967;Qadapu;Cungunu;Female;20/09/1989
15968;Qadapu;Cungunu;Female;16/07/1996
15969;Qadapu;Cungunu;Female;22/07/1967
15970;Qadapu;Cungunu;Female;25/08/1976
15971;Qadapu;Cungunu;Female;20/06/1990
15972;Qadapu;Cungunu;Female;16/12/1966
15973;Qadapu;Cungunu  Z;Female;07/03/1964
15974;Qadapu;Cungunu F;Female;13/08/1974
15975;Qadapu;Cungunu G F;Female;19/12/1972
15976;Qadapu;Cungunu Ig;Female;06/06/1974
15977;Qadapu;Cungunu P;Female;02/10/1985
15978;Qadapu;Cungunu P;Female;01/07/1969
15979;Qadapu;Cungunu Pukkil;Female;09/02/1987
15980;Qadapu;Cungunu Tudyt;Female;19/07/1965
15981;Qadapu;Cungunu U;Female;19/02/1990
15982;Qadapu;Cungunu U.P.;Female;06/06/1976
15983;Qadapu;Cungunu Ukrixyku;Female;07/09/1993
15984;Qadapu;Cungunu Utixxu;Female;10/04/1963
15985;Qadapu;Cungunu V;Female;27/02/1991
15986;Qadapu;Cungunu Vugunexuy;Female;25/05/1992
15987;Qadapu;Cungunu Yvyzl;Female;30/12/1963
15988;Qadapu;Cungunu Zugu;Female;15/04/1998
15989;Qadapu;Cuoygpu Z;Male;24/12/1985
15990;Qadapu;Curygpu Z;Male;08/10/1999
15991;Qadapu;Cuxxul Y;Male;23/05/1983
15992;Qadapu;Cuzuxyi  J;Male;18/12/1987
15993;Qadapu;Cuzuxyi  Xukzuku;Male;15/08/1960
15994;Qadapu;Cuzuxyi P;Male;11/05/1996
15995;Qadapu;Cuzuxyi P;Male;18/03/1986
15996;Qadapu;Cvukqizz;Female;02/06/1987
15997;Qadapu;Cvukqizz O;Female;24/02/1973
15998;Qadapu;Cvukqizz Y;Female;20/01/1967
15999;Qadapu;Cvukqizz Z.;Female;11/06/1976
16000;Qadapu;Cvukqyz;Male;06/06/1963
16001;Qadapu;Cvukqyz;Male;22/02/1984
16002;Qadapu;Cvukqyz;Male;19/10/1967
16003;Qadapu;Cvukqyz;Male;26/02/1972
16004;Qadapu;Cvukqyz Cukju;Male;07/05/1979
16005;Qadapu;Cvukqyz G;Male;13/08/1997
16006;Qadapu;Cvukqyz Ithuvt;Male;25/01/1999
16007;Qadapu;Cvukqyz L;Male;08/01/1993
16008;Qadapu;Cvukqyz N;Male;22/12/1981
16009;Qadapu;Cvukqyz Z;Male;18/10/1997
16010;Qadapu;Cvukqyz Zugpu;Male;01/05/1983
16011;Qadapu;Cxavikqi;Female;13/12/1976
16012;Qadapu;Cxavikqi;Female;17/09/1989
16013;Qadapu;Cxavikqi C;Female;28/09/1982
16014;Qadapu;Cxavikqi J;Female;08/03/1963
16015;Qadapu;Cxavikqi K;Female;22/10/1979
16016;Qadapu;Cxavikqi U;Female;12/01/1972
16017;Qadapu;Cykul;Female;20/02/1991
16018;Qadapu;Cykul Nivikul;Female;13/09/1962
16019;Qadapu;Cynno   Ukze;Male;07/07/1991
16020;Qadapu;Divakyqu Jutyune;Female;12/10/1964
16021;Qadapu;Divakyqu. O;Female;04/10/1996
16022;Qadapu;Dukto;Male;20/12/1972
16023;Qadapu;Dukty;Male;20/11/1962
16024;Qadapu;Dukty Galugit;Male;12/08/1960
16025;Qadapu;Dykqikn;Male;02/01/1968
16026;Qadapu;Dykqikn U;Male;14/10/1977
16027;Qadapu;Dyqikn;Male;12/02/1977
16028;Qadapu;Dyqnav;Male;19/09/1994
16029;Qadapu;Dyqnav G.;Male;07/09/1984
16030;Qadapu;Dyqnav U;Male;04/12/1970
16031;Qadapu;Dyqnav U.;Male;27/11/1975
16032;Qadapu;Dyqnavyu;Female;21/02/1966
16033;Qadapu;Eguve;Male;03/07/1964
16034;Qadapu;Eguve Gezu;Male;04/05/1969
16035;Qadapu;Eguve X;Male;16/02/1962
16036;Qadapu;Ekyzu;Male;20/07/1961
16037;Qadapu;Ekyzu;Male;06/10/1992
16038;Qadapu;Ekyzu;Male;29/10/1962
16039;Qadapu;Ezguk G;Male;22/04/1977
16040;Qadapu;Ezguk Zugeix;Male;18/06/1984
16041;Qadapu;Ezyce;Male;03/02/1984
16042;Qadapu;Fujuvyu;Male;14/10/1963
16043;Qadapu;Fukuyp P;Female;21/08/1983
16044;Qadapu;Fuqluvyu P;Male;29/04/1967
16045;Qadapu;Fuykup;Female;18/09/1985
16046;Qadapu;Fuykup;Female;16/01/1985
16047;Qadapu;Fuykup;Female;25/12/1962
16048;Qadapu;Fuykup  O;Female;01/01/1987
16049;Qadapu;Fuykup Gegykne;Female;04/06/1989
16050;Qadapu;Fuykup O.;Male;29/10/1962
16051;Qadapu;Fuykup S;Female;20/07/1998
16052;Qadapu;Fuykup V;Female;16/10/1987
16053;Qadapu;Fuykup Wunvyqyu;Female;02/08/1976
16054;Qadapu;G^Puxe Lusu;Female;19/05/1962
16055;Qadapu;Ga;Male;14/12/1990
16056;Qadapu;Gagal;Male;27/04/1993
16057;Qadapu;Gagal;Male;08/11/1972
16058;Qadapu;Gagal;Male;10/12/1993
16059;Qadapu;Gagal;Male;09/06/1960
16060;Qadapu;Gagal;Male;08/02/1965
16061;Qadapu;Gagal Eguve;Male;03/09/1976
16062;Qadapu;Gagal Rz;Male;12/09/1989
16063;Qadapu;Gagal Xg;Male;07/01/1980
16064;Qadapu;Gagate;Male;29/05/1960
16065;Qadapu;Gagate Zuktuo;Male;23/05/1994
16066;Qadapu;Gagavyi    J;Male;11/05/1991
16067;Qadapu;Gagavyi   C;Male;15/06/1973
16068;Qadapu;Gagavyi G;Male;06/11/1976
16069;Qadapu;Galugit;Male;24/01/1985
16070;Qadapu;Galugit;Male;18/03/1963
16071;Qadapu;Galugit;Male;06/05/1986
16072;Qadapu;Galugit;Male;11/11/1970
16073;Qadapu;Galugit;Male;22/03/1974
16074;Qadapu;Galugit;Male;26/02/1994
16075;Qadapu;Galugit;Male;18/08/1987
16076;Qadapu;Galugit;Male;03/04/1984
16077;Qadapu;Galugit;Male;30/06/1980
16078;Qadapu;Galugit;Male;11/10/1985
16079;Qadapu;Galugit;Male;21/12/1991
16080;Qadapu;Galugit;Male;09/07/1970
16081;Qadapu;Galugit;Male;12/10/1987
16082;Qadapu;Galugit;Male;04/06/1960
16083;Qadapu;Galugit;Male;20/10/1983
16084;Qadapu;Galugit;Male;03/03/1985
16085;Qadapu;Galugit;Male;27/12/1992
16086;Qadapu;Galugit;Male;09/05/1966
16087;Qadapu;Galugit;Male;13/01/1969
16088;Qadapu;Galugit;Male;22/09/1970
16089;Qadapu;Galugit;Male;10/12/1967
16090;Qadapu;Galugit;Male;09/12/1989
16091;Qadapu;Galugit;Male;17/04/1975
16092;Qadapu;Galugit;Male;07/02/1993
16093;Qadapu;Galugit;Male;07/08/1973
16094;Qadapu;Galugit;Male;17/02/1994
16095;Qadapu;Galugit;Male;30/03/1987
16096;Qadapu;Galugit;Male;01/08/1970
16097;Qadapu;Galugit;Male;05/07/1971
16098;Qadapu;Galugit;Male;08/11/1965
16099;Qadapu;Galugit;Male;30/11/1973
16100;Qadapu;Galugit;Male;04/04/1982
16101;Qadapu;Galugit;Male;28/09/1977
16102;Qadapu;Galugit;Male;16/05/1997
16103;Qadapu;Galugit;Male;09/12/1998
16104;Qadapu;Galugit;Male;28/09/1969
16105;Qadapu;Galugit;Male;17/09/1989
16106;Qadapu;Galugit;Male;06/05/1997
16107;Qadapu;Galugit  A;Male;01/06/1994
16108;Qadapu;Galugit  G;Male;20/09/1973
16109;Qadapu;Galugit  G;Male;30/03/1964
16110;Qadapu;Galugit  Gulgaet;Male;19/04/1985
16111;Qadapu;Galugit  J.;Male;02/01/1997
16112;Qadapu;Galugit  L;Male;26/09/1971
16113;Qadapu;Galugit  Nluyge;Male;18/02/1975
16114;Qadapu;Galugit  S;Male;19/05/1990
16115;Qadapu;Galugit  U;Male;17/12/1960
16116;Qadapu;Galugit  U;Male;16/07/1974
16117;Qadapu;Galugit  Ufyf;Male;03/10/1986
16118;Qadapu;Galugit  Xukzuku;Male;28/05/1977
16119;Qadapu;Galugit  Yzzu;Male;02/07/1978
16120;Qadapu;Galugit  Z N;Male;17/11/1996
16121;Qadapu;Galugit Azguk Nlaguz;Male;12/08/1997
16122;Qadapu;Galugit Catuo;Male;15/12/1998
16123;Qadapu;Galugit F;Male;23/04/1992
16124;Qadapu;Galugit Fijyi;Male;22/01/1975
16125;Qadapu;Galugit G;Male;27/01/1965
16126;Qadapu;Galugit G;Male;10/08/1988
16127;Qadapu;Galugit G;Male;23/07/1961
16128;Qadapu;Galugit G;Male;07/01/1995
16129;Qadapu;Galugit G;Male;30/04/1993
16130;Qadapu;Galugit G.;Male;25/07/1967
16131;Qadapu;Galugit G.;Male;22/09/1995
16132;Qadapu;Galugit Geznuwlu;Male;30/05/1965
16133;Qadapu;Galugit J;Male;15/01/1964
16134;Qadapu;Galugit Jakna;Male;29/07/1990
16135;Qadapu;Galugit L.;Male;10/02/1991
16136;Qadapu;Galugit Luzzuk;Male;20/01/1986
16137;Qadapu;Galugit Luzzuk;Male;30/01/1998
16138;Qadapu;Galugit Oug;Male;25/08/1979
16139;Qadapu;Galugit Ougpu;Male;06/06/1969
16140;Qadapu;Galugit Ououl;Male;27/02/1971
16141;Qadapu;Galugit P;Male;29/02/1980
16142;Qadapu;Galugit Pujuvv;Male;08/11/1999
16143;Qadapu;Galugit Pupzak;Male;11/08/1988
16144;Qadapu;Galugit Q;Male;13/03/1987
16145;Qadapu;Galugit Quzzyaez;Male;17/06/1981
16146;Qadapu;Galugit R;Male;23/08/1973
16147;Qadapu;Galugit R.;Male;29/04/1984
16148;Qadapu;Galugit T.;Male;08/07/1997
16149;Qadapu;Galugit U;Male;11/12/1999
16150;Qadapu;Galugit U;Male;08/11/1985
16151;Qadapu;Galugit U;Male;11/02/1962
16152;Qadapu;Galugit U;Male;12/05/1999
16153;Qadapu;Galugit U;Male;13/12/1993
16154;Qadapu;Galugit U;Male;24/10/1977
16155;Qadapu;Galugit U P;Male;23/04/1981
16156;Qadapu;Galugit U.;Male;18/12/1969
16157;Qadapu;Galugit U. P.;Male;22/08/1994
16158;Qadapu;Galugit Ugyte;Male;01/09/1966
16159;Qadapu;Galugit Upepujuvv;Male;04/05/1976
16160;Qadapu;Galugit Vuzlyt;Male;18/02/1971
16161;Qadapu;Galugit Xejuo;Male;12/03/1960
16162;Qadapu;Galugit Xugyk;Male;17/07/1972
16163;Qadapu;Galugit Xupaev;Male;23/11/1986
16164;Qadapu;Galugit Y.;Male;17/03/1993
16165;Qadapu;Galugit Ypvulyg;Male;13/09/1980
16166;Qadapu;Galugit Z;Male;20/05/1967
16167;Qadapu;Galugit Z;Male;09/10/1974
16168;Qadapu;Galugit Z;Male;28/09/1978
16169;Qadapu;Galugit Z;Male;06/03/1971
16170;Qadapu;Galugit Z;Male;04/01/1960
16171;Qadapu;Galugit Z;Male;22/06/1961
16172;Qadapu;Galugit Z.;Male;10/09/1963
16173;Qadapu;Galugit Zaja Uxlusy (Zliyj);Male;27/07/1985
16174;Qadapu;Galugit. J.;Male;13/02/1975
16175;Qadapu;Galugit. J.;Male;27/07/1989
16176;Qadapu;Galugit. K;Male;19/11/1995
16177;Qadapu;Galugit. Y;Male;20/12/1980
16178;Qadapu;Gavxuy;Male;02/03/1989
16179;Qadapu;Gavyi;Male;21/08/1988
16180;Qadapu;Gavypu;Male;21/11/1964
16181;Qadapu;Gavypu G.;Male;12/02/1996
16182;Qadapu;Gayhexil Z.;Male;04/09/1982
16183;Qadapu;Gaykyku Likvo;Male;14/06/1968
16184;Qadapu;Gayseil Gavvyz;Male;23/01/1998
16185;Qadapu;Gaziz;Male;10/04/1993
16186;Qadapu;Gaziz;Male;24/10/1977
16187;Qadapu;Gaziz;Male;03/02/1974
16188;Qadapu;Gaziz;Male;18/03/1982
16189;Qadapu;Gaziz  G;Male;12/12/1972
16190;Qadapu;Gaziz  Naggo;Male;31/01/1977
16191;Qadapu;Gaziz  O;Male;15/12/1966
16192;Qadapu;Gaziz A;Male;01/01/1964
16193;Qadapu;Gaziz G;Male;18/08/1987
16194;Qadapu;Gaziz G;Male;19/02/1992
16195;Qadapu;Gaziz Gunnlih;Male;01/03/1995
16196;Qadapu;Gaziz Luzzuk;Male;30/05/1981
16197;Qadapu;Gaziz V.;Male;29/10/1986
16198;Qadapu;Gaziz Z;Male;22/02/1967
16199;Qadapu;Gaziz Zuyte;Male;04/04/1967
16200;Qadapu;Gektu Z;Male;07/01/1989
16201;Qadapu;Geqnuve;Male;06/10/1985
16202;Qadapu;Geqnuvv;Male;05/10/1969
16203;Qadapu;Geze Huy;Female;18/01/1995
16204;Qadapu;Geze Pugpil;Female;21/06/1970
16205;Qadapu;Geze T;Female;08/10/1989
16206;Qadapu;Gezejexu;Female;24/08/1999
16207;Qadapu;Geznuwlu;Male;09/01/1995
16208;Qadapu;Geznuwlu;Male;22/06/1983
16209;Qadapu;Geznuwlu;Male;19/06/1962
16210;Qadapu;Geznuwlu;Male;17/04/1996
16211;Qadapu;Geznuwlu;Male;31/05/1975
16212;Qadapu;Geznuwlu;Male;05/07/1988
16213;Qadapu;Geznuwlu;Male;20/01/1993
16214;Qadapu;Geznuwlu  Galugit;Male;28/12/1991
16215;Qadapu;Geznuwlu  Galugit;Male;05/11/1996
16216;Qadapu;Geznuwlu  Guzzu;Male;21/04/1983
16217;Qadapu;Geznuwlu Galugit;Male;31/07/1964
16218;Qadapu;Geznuwlu S;Male;23/09/1987
16219;Qadapu;Geznuwlu U;Male;19/01/1962
16220;Qadapu;Geznuwlu Uxcakza;Male;25/04/1978
16221;Qadapu;Geznuwlu Uxezyki;Female;17/03/1965
16222;Qadapu;Geznuwlu Z;Male;11/08/1990
16223;Qadapu;Gezu;Male;19/11/1972
16224;Qadapu;Gezu;Male;25/11/1997
16225;Qadapu;Gezu;Male;30/12/1969
16226;Qadapu;Gezu;Male;27/06/1983
16227;Qadapu;Gezu;Male;22/01/1980
16228;Qadapu;Gezu;Male;22/06/1962
16229;Qadapu;Gezu;Male;22/04/1999
16230;Qadapu;Gezu;Male;10/09/1965
16231;Qadapu;Gezu;Male;01/09/1973
16232;Qadapu;Gezu;Male;04/08/1974
16233;Qadapu;Gezu;Male;03/10/1967
16234;Qadapu;Gezu;Male;07/06/1997
16235;Qadapu;Gezu;Male;25/10/1975
16236;Qadapu;Gezu;Male;11/02/1962
16237;Qadapu;Gezu;Male;25/09/1960
16238;Qadapu;Gezu;Male;18/01/1981
16239;Qadapu;Gezu  J;Male;23/01/1966
16240;Qadapu;Gezu  J;Male;04/04/1993
16241;Qadapu;Gezu  J;Male;25/01/1987
16242;Qadapu;Gezu Juxxyi;Male;08/12/1962
16243;Qadapu;Gezu Juxyi;Male;16/06/1986
16244;Qadapu;Gezu K;Female;07/05/1992
16245;Qadapu;Gezu Sai;Male;21/11/1960
16246;Qadapu;Gezu Z;Male;25/02/1960
16247;Qadapu;Gezu Z;Male;01/05/1965
16248;Qadapu;Gezusiccivzak;Male;27/08/1994
16249;Qadapu;Gigavyi   C;Male;01/05/1974
16250;Qadapu;Gigavyi   J;Male;09/11/1968
16251;Qadapu;Gigeku;Female;27/07/1978
16252;Qadapu;Gigekune;Female;14/05/1982
16253;Qadapu;Gigekune;Female;18/08/1964
16254;Qadapu;Gigekune;Female;01/04/1985
16255;Qadapu;Gigekune D;Female;16/08/1977
16256;Qadapu;Gpuxe;Female;10/06/1985
16257;Qadapu;Gpuxe;Female;14/02/1991
16258;Qadapu;Gpuxe Naggo;Female;28/10/1994
16259;Qadapu;Gpuxe T.;Female;17/11/1960
16260;Qadapu;Guccyk;Female;05/03/1998
16261;Qadapu;Guevyqi Uxlusy;Male;20/09/1997
16262;Qadapu;Gugaet G;Male;18/12/1983
16263;Qadapu;Gugaet G;Male;04/06/1991
16264;Qadapu;Gugete;Male;19/06/1986
16265;Qadapu;Gugeve Jexyi;Male;13/09/1973
16266;Qadapu;Guguty  Cuvul;Male;24/08/1964
16267;Qadapu;Guja  Zniwlik;Male;11/09/1984
16268;Qadapu;Gukjuwv;Female;11/08/1981
16269;Qadapu;Guknikil;Female;20/01/1983
16270;Qadapu;Gukno;Female;26/02/1981
16271;Qadapu;Gukno Jegpu;Female;10/12/1998
16272;Qadapu;Gukza;Male;14/08/1997
16273;Qadapu;Gukza Gigul;Male;16/06/1994
16274;Qadapu;Gukza P;Male;10/08/1966
16275;Qadapu;Gulcavt Tudyt;Male;18/11/1961
16276;Qadapu;Gulgaet;Male;02/02/1960
16277;Qadapu;Guluget;Male;28/07/1987
16278;Qadapu;Guluhu;Female;22/09/1999
16279;Qadapu;Guluhu;Female;23/10/1974
16280;Qadapu;Guluhu Sukin;Female;25/09/1996
16281;Qadapu;Gum Gagal;Male;23/08/1994
16282;Qadapu;Gunlih U;Male;09/03/1968
16283;Qadapu;Gunnlih U;Male;21/09/1980
16284;Qadapu;Gunyxtu;Female;27/03/1964
16285;Qadapu;Gunyxtu Y.;Female;08/05/1999
16286;Qadapu;Guoyxxul Jaoul;Female;03/07/1975
16287;Qadapu;Gupix;Female;10/11/1997
16288;Qadapu;Gupix Kuktuo;Female;30/07/1987
16289;Qadapu;Gupykno;Female;26/11/1993
16290;Qadapu;Gupykno;Female;17/02/1998
16291;Qadapu;Gupykno A.;Female;07/08/1992
16292;Qadapu;Gupykno P.;Female;24/04/1987
16293;Qadapu;Gupykno Z.;Female;27/01/1977
16294;Qadapu;Guqyknovi G;Female;29/05/1987
16295;Qadapu;Gurtuxiki Cvukqizz;Female;21/10/1967
16296;Qadapu;Gurvin P;Female;03/02/1979
16297;Qadapu;Guvhuk;Male;14/05/1977
16298;Qadapu;Guvj U;Male;14/02/1985
16299;Qadapu;Guvj Z;Male;08/04/1972
16300;Qadapu;Guvnlu Azyukune;Female;08/08/1997
16301;Qadapu;Guvnyk;Male;18/01/1998
16302;Qadapu;Guvnyk;Male;19/10/1991
16303;Qadapu;Guvnyk G;Male;17/11/1970
16304;Qadapu;Guvnyk Zeqqizz;Male;15/12/1993
16305;Qadapu;Guvo;Female;19/01/1960
16306;Qadapu;Guvo;Female;31/12/1962
16307;Qadapu;Guvo;Female;04/04/1975
16308;Qadapu;Guvo;Female;16/06/1987
16309;Qadapu;Guvo D;Female;08/03/1978
16310;Qadapu;Guvo Ivyq;Female;07/03/1971
16311;Qadapu;Guvo Jivyi;Female;16/08/1980
16312;Qadapu;Guvo Wlyxyw;Female;24/10/1974
16313;Qadapu;Guvruvin  Zagpa;Female;10/12/1961
16314;Qadapu;Guvruvin C;Female;12/09/1990
16315;Qadapu;Guvruvin Gpuxe;Female;09/12/1998
16316;Qadapu;Guvruvin Sayqi;Female;08/12/1975
16317;Qadapu;Guvruvin Ukrixu Pagjuwvv;Female;04/11/1996
16318;Qadapu;Guvya  S;Male;09/10/1992
16319;Qadapu;Guvyak Yzune;Female;06/05/1993
16320;Qadapu;Guvygu;Female;02/01/1977
16321;Qadapu;Guvyi T;Female;19/04/1976
16322;Qadapu;Guvyi Z;Female;30/07/1981
16323;Qadapu;Guvyine C;Female;04/03/1981
16324;Qadapu;Guvyugu;Female;02/02/1960
16325;Qadapu;Guvyugu;Female;01/01/1970
16326;Qadapu;Guvyugu;Female;20/03/1976
16327;Qadapu;Guvyugu;Female;21/02/1961
16328;Qadapu;Guvyugu;Female;29/04/1996
16329;Qadapu;Guvyugu;Female;12/01/1982
16330;Qadapu;Guvyugu G.;Female;23/08/1963
16331;Qadapu;Guvyugu Gugyi;Female;17/10/1981
16332;Qadapu;Guvyugu P;Female;08/09/1965
16333;Qadapu;Guvyugu Tavak;Female;09/05/1976
16334;Qadapu;Guvyugu Uknakinni;Female;28/07/1987
16335;Qadapu;Guvyugu Zikna;Female;26/03/1979
16336;Qadapu;Guvyugu Zivuo;Female;19/02/1969
16337;Qadapu;Guvyuk;Female;22/12/1971
16338;Qadapu;Guvyuk;Female;16/10/1968
16339;Qadapu;Guvyuk Kikkil;Female;09/09/1965
16340;Qadapu;Guvyuku W;Female;15/11/1998
16341;Qadapu;Guvyune;Female;17/08/1975
16342;Qadapu;Guvyune;Female;13/04/1980
16343;Qadapu;Guvyune G;Female;31/05/1968
16344;Qadapu;Guvyune Juy;Female;11/07/1990
16345;Qadapu;Guvyune Kuzivu;Female;21/09/1992
16346;Qadapu;Guvyune S;Female;10/05/1971
16347;Qadapu;Guvyune U;Female;14/11/1974
16348;Qadapu;Guvyune Ypvulyg;Female;27/01/1990
16349;Qadapu;Guvyune Z.;Female;28/11/1997
16350;Qadapu;Guxyryi;Male;08/10/1963
16351;Qadapu;Guzivuo;Female;02/06/1994
16352;Qadapu;Guzzul Z;Female;24/11/1971
16353;Qadapu;Gvz Uyzlu. Juvnu;Female;30/08/1963
16354;Qadapu;Gvz Uyzlu. Juvnu;Female;03/05/1964
16355;Qadapu;Gyqliux;Male;12/07/1968
16356;Qadapu;Gyqliux Cakpu;Male;08/05/1975
16357;Qadapu;Gyqliux V.;Male;16/09/1970
16358;Qadapu;Gyqliux Zyxdukez;Male;28/05/1982
16359;Qadapu;Gyqluix;Male;23/10/1994
16360;Qadapu;Gyqluix;Male;25/02/1990
16361;Qadapu;Gyqluix  J.;Male;20/01/1995
16362;Qadapu;Gyqluix  Zoxdizniv;Male;07/08/1996
16363;Qadapu;Gyqluix Z;Male;22/07/1965
16364;Qadapu;Gyunnu Pupo;Female;25/01/1991
16365;Qadapu;Gyxxyqikn;Female;03/05/1980
16366;Qadapu;Hanuo Tevu  Gixdyz;Male;21/11/1980
16367;Qadapu;Heou;Female;29/05/1966
16368;Qadapu;Heou Gakyqu R;Female;17/06/1987
16369;Qadapu;Heounu;Female;01/02/1960
16370;Qadapu;Huvu;Female;12/09/1962
16371;Qadapu;Ifijyix;Male;07/05/1981
16372;Qadapu;Ifijyix;Male;17/09/1994
16373;Qadapu;Iggukeix;Male;30/08/1987
16374;Qadapu;Iggukeix;Male;23/03/1979
16375;Qadapu;Iggukeix   J;Male;25/08/1998
16376;Qadapu;Iggukeix   J;Male;14/07/1970
16377;Qadapu;Iggukeix  Jakjacu;Male;02/01/1984
16378;Qadapu;Iggukeix  P.;Male;13/08/1993
16379;Qadapu;Iggukeix C;Male;21/09/1988
16380;Qadapu;Iggukeix O;Male;04/09/1964
16381;Qadapu;Igyxo Guzzul;Female;05/02/1966
16382;Qadapu;Igyxo Z;Female;21/06/1995
16383;Qadapu;Ithuvt;Male;19/06/1983
16384;Qadapu;Ithuvt;Male;12/06/1963
16385;Qadapu;Ithuvt Cavuo;Male;18/05/1976
16386;Qadapu;Ithuvt G;Male;21/09/1965
16387;Qadapu;Ithuvt Gagate;Male;29/07/1967
16388;Qadapu;Ithuvt Luzzuk;Male;04/05/1998
16389;Qadapu;Ithuvt S;Male;14/12/1960
16390;Qadapu;Ithuvt S;Male;19/02/1978
16391;Qadapu;Ithuvt U;Male;11/03/1979
16392;Qadapu;Ithuvt Wuex;Male;25/04/1973
16393;Qadapu;Ithuvt Z;Male;23/08/1983
16394;Qadapu;Ithuvt Z;Male;17/09/1986
16395;Qadapu;Ithuvt Zlulyt;Male;12/05/1982
16396;Qadapu;Ithyk Ukze;Male;14/09/1974
16397;Qadapu;Itku Jaku;Female;28/02/1997
16398;Qadapu;Ittyxyki;Female;08/04/1995
16399;Qadapu;Itynl G;Female;08/05/1994
16400;Qadapu;Ityzak;Male;08/08/1971
16401;Qadapu;Ivkizn U;Male;22/06/1984
16402;Qadapu;Ixyfupinl;Female;27/08/1964
16403;Qadapu;Ixyfupinl;Female;23/05/1980
16404;Qadapu;Ixyfupinl;Female;02/05/1973
16405;Qadapu;Ixyfupinl .G.;Female;15/10/1989
16406;Qadapu;Ixyfupinl O;Female;25/09/1995
16407;Qadapu;Ixyzu   Z.;Female;21/03/1996
16408;Qadapu;Iznliv;Female;03/09/1974
16409;Qadapu;Iznliv G;Female;22/09/1978
16410;Qadapu;Iznliv Gugyi;Female;20/04/1965
16411;Qadapu;Iznliv J;Female;23/09/1967
16412;Qadapu;Iznliv Likvyinnu;Female;07/12/1996
16413;Qadapu;Iznliv Pay;Female;24/05/1963
16414;Qadapu;J . Uptex;Male;18/03/1987
16415;Qadapu;Jagil;Male;19/08/1993
16416;Qadapu;Jagpu Azguk;Male;22/02/1982
16417;Qadapu;Jaoyi Jaktak;Male;17/10/1992
16418;Qadapu;Jaxxil;Male;18/09/1985
16419;Qadapu;Jegpu   J;Female;20/11/1986
16420;Qadapu;Jegpu G.;Female;28/12/1963
16421;Qadapu;Jix Ypvulyg;Male;23/03/1961
16422;Qadapu;Jixcixu;Male;16/03/1971
16423;Qadapu;Jixcu Z;Male;07/09/1975
16424;Qadapu;Jixcuxu G;Male;16/01/1977
16425;Qadapu;Jixxo;Male;11/10/1967
16426;Qadapu;Jixxyi Jigal;Male;03/09/1979
16427;Qadapu;Jiycuxu;Male;11/04/1962
16428;Qadapu;Jiycuxu;Male;11/11/1994
16429;Qadapu;Jlutysu Lusu;Female;21/02/1978
16430;Qadapu;Junlivyki U. L;Female;06/09/1977
16431;Qadapu;Juoa;Female;06/06/1992
16432;Qadapu;Jutyune;Female;24/03/1982
16433;Qadapu;Jutyune;Female;15/01/1996
16434;Qadapu;Jutyune;Female;20/04/1998
16435;Qadapu;Jutyune;Female;02/01/1992
16436;Qadapu;Jutyune;Female;15/01/1976
16437;Qadapu;Jutyune;Female;03/01/1971
16438;Qadapu;Jutyune;Female;31/05/1972
16439;Qadapu;Jutyune;Female;22/12/1969
16440;Qadapu;Jutyune;Female;15/12/1970
16441;Qadapu;Jutyune;Female;28/11/1973
16442;Qadapu;Jutyune  G.;Female;22/09/1998
16443;Qadapu;Jutyune  G.;Female;10/04/1963
16444;Qadapu;Jutyune Cxavikqi;Female;14/06/1999
16445;Qadapu;Jutyune G;Female;16/03/1968
16446;Qadapu;Jutyune Guguoa;Female;17/06/1985
16447;Qadapu;Jutyune J;Female;22/03/1994
16448;Qadapu;Jutyune Juvvurpa;Female;28/08/1965
16449;Qadapu;Jutyune K;Female;12/10/1994
16450;Qadapu;Jutyune Tukyne;Female;13/04/1974
16451;Qadapu;Jutyune W.G.;Female;11/08/1990
16452;Qadapu;Jutyune Woki;Female;03/03/1966
16453;Qadapu;Juvuhu   G;Male;15/07/1991
16454;Qadapu;Juvuhu  G;Male;25/12/1970
16455;Qadapu;Juvycu   J;Male;19/07/1961
16456;Qadapu;Juvycuxu;Male;10/03/1967
16457;Qadapu;Juvycuxu;Male;10/12/1969
16458;Qadapu;Juvyg;Male;23/08/1973
16459;Qadapu;Juvyg U;Male;14/03/1967
16460;Qadapu;Juvyku O.;Male;08/08/1960
16461;Qadapu;Juwvyi;Male;23/03/1977
16462;Qadapu;Juxxyi;Male;02/08/1988
16463;Qadapu;Juxxyi    K;Male;23/09/1995
16464;Qadapu;Juxxyi Z;Male;11/12/1983
16465;Qadapu;Juxyi;Male;12/08/1979
