Numéro Solde;Surname;First name;Date of birth
11476;Nynui;Cungunu Guvyuk;18/12/1976
11477;Nynui;Cungunu I.;07/12/1960
11478;Nynui;Cungunu Jiyznliv;16/06/1965
11479;Nynui;Cungunu Jukje;18/03/1961
11480;Nynui;Cungunu N.;23/05/1965
11481;Nynui;Cungunu P.;23/10/1983
11482;Nynui;Cungunu P.;17/06/1979
11483;Nynui;Cungunu Pagwazzil;22/04/1990
11484;Nynui;Cungunu Pykne;27/10/1994
11485;Nynui;Cungunu S.;11/02/1975
11486;Nynui;Cungunu S.;24/04/1984
11487;Nynui;Cungunu Sujyi;23/01/1970
11488;Nynui;Cungunu U.;14/11/1991
11489;Nynui;Cungunu Wuzjix;09/04/1967
11490;Nynui;Cungunu Xugvuku;15/07/1987
11491;Nynui;Cungunu Z.;03/02/1985
11492;Nynui;Cunygu;11/12/1970
11493;Nynui;Cuzuxyi;28/06/1978
11494;Nynui;Cuzuxyi;23/02/1988
11495;Nynui;Cuzyxul;26/05/1970
11496;Nynui;Cvitvyqju;28/09/1980
11497;Nynui;Cvukj;16/08/1984
11498;Nynui;Cvukj Gezu;20/11/1965
11499;Nynui;Cvukqizz;20/02/1974
11500;Nynui;Cvukqizz Civigeze;15/07/1982
11501;Nynui;Cvukqyz;12/11/1998
11502;Nynui;Cvukqyz;03/12/1966
11503;Nynui;Cvukqyz;18/05/1975
11504;Nynui;Cvukqyz Qaicuzz;20/02/1989
11505;Nynui;Cvukqyz U.;11/01/1988
11506;Nynui;Cxavikqi;31/10/1969
11507;Nynui;Cxavikqi;12/03/1987
11508;Nynui;Divakyqu U.;15/10/1965
11509;Nynui;Divakyqu Y.;21/01/1993
11510;Nynui;Dukto C.;02/08/1979
11511;Nynui;Dyqnav;11/08/1976
11512;Nynui;Dyqnav;23/11/1966
11513;Nynui;Ege;12/10/1981
11514;Nynui;Ege Jyzzgune;14/12/1993
11515;Nynui;Eguv N.;25/04/1989
11516;Nynui;Eguve;01/06/1962
11517;Nynui;Eguve;17/12/1967
11518;Nynui;Eguve;03/10/1967
11519;Nynui;Eguve Tiik;28/01/1978
11520;Nynui;Ekyzu;20/11/1968
11521;Nynui;Ezguk;15/09/1982
11522;Nynui;Ezguk;21/08/1981
11523;Nynui;Ezyce;31/10/1999
11524;Nynui;Ezyce;12/08/1996
11525;Nynui;Fuqluvyul;04/07/1978
11526;Nynui;Fuykup;22/11/1967
11527;Nynui;Fuykup;25/10/1999
11528;Nynui;Fuykup;03/03/1973
11529;Nynui;Fuykup;07/03/1996
11530;Nynui;Fuykup A.;07/02/1995
11531;Nynui;Fuykup Awivu;08/10/1980
11532;Nynui;Fuykup G.;04/06/1983
11533;Nynui;Fuykup J.;23/01/1979
11534;Nynui;Fuykup Jukkil;23/11/1973
11535;Nynui;Fuykup Oiupe;18/11/1977
11536;Nynui;Fuykup V.;05/02/1976
11537;Nynui;Gagal;25/09/1983
11538;Nynui;Gagal;24/06/1965
11539;Nynui;Gagal;22/12/1991
11540;Nynui;Gagal;23/06/1982
11541;Nynui;Gagal W.;23/04/1980
11542;Nynui;Gagate;12/08/1998
11543;Nynui;Gagate;13/03/1998
11544;Nynui;Gagpyuk;14/01/1970
11545;Nynui;Galuget;07/02/1965
11546;Nynui;Galugit;07/07/1961
11547;Nynui;Galugit;23/06/1988
11548;Nynui;Galugit;07/04/1977
11549;Nynui;Galugit;26/01/1988
11550;Nynui;Galugit;29/04/1989
11551;Nynui;Galugit;20/05/1999
11552;Nynui;Galugit;09/12/1991
11553;Nynui;Galugit;01/12/1981
11554;Nynui;Galugit;27/10/1971
11555;Nynui;Galugit;02/12/1973
11556;Nynui;Galugit;18/03/1983
11557;Nynui;Galugit;26/05/1998
11558;Nynui;Galugit;04/12/1970
11559;Nynui;Galugit;28/06/1981
11560;Nynui;Galugit;17/01/1976
11561;Nynui;Galugit;01/03/1980
11562;Nynui;Galugit;22/04/1971
11563;Nynui;Galugit;29/03/1982
11564;Nynui;Galugit;17/04/1984
11565;Nynui;Galugit;24/10/1991
11566;Nynui;Galugit;18/03/1972
11567;Nynui;Galugit;10/02/1982
11568;Nynui;Galugit;20/06/1963
11569;Nynui;Galugit;25/02/1975
11570;Nynui;Galugit;29/05/1981
11571;Nynui;Galugit;18/09/1997
11572;Nynui;Galugit;20/12/1968
11573;Nynui;Galugit;08/08/1997
11574;Nynui;Galugit;31/01/1960
11575;Nynui;Galugit;14/11/1961
11576;Nynui;Galugit;13/04/1991
11577;Nynui;Galugit;19/04/1995
11578;Nynui;Galugit;24/03/1968
11579;Nynui;Galugit;28/04/1976
11580;Nynui;Galugit;01/07/1994
11581;Nynui;Galugit A.;18/04/1963
11582;Nynui;Galugit Eguvv;23/12/1961
11583;Nynui;Galugit Fuyjuk;30/09/1961
11584;Nynui;Galugit G.;22/10/1981
11585;Nynui;Galugit G.;14/06/1978
11586;Nynui;Galugit G.;20/12/1967
11587;Nynui;Galugit Jigal;28/12/1968
11588;Nynui;Galugit Juzzyg;08/08/1966
11589;Nynui;Galugit K.;15/01/1996
11590;Nynui;Galugit L.;03/04/1967
11591;Nynui;Galugit Luvek Zytyq;26/08/1993
11592;Nynui;Galugit P.;18/03/1995
11593;Nynui;Galugit Pvuda;02/03/1981
11594;Nynui;Galugit Rpuzzuo;08/11/1963
11595;Nynui;Galugit S.;19/12/1977
11596;Nynui;Galugit T.;27/09/1976
11597;Nynui;Galugit T.;12/10/1994
11598;Nynui;Galugit Tuetu;22/09/1988
11599;Nynui;Galugit U.;06/04/1986
11600;Nynui;Galugit U.;29/03/1985
11601;Nynui;Galugit U.;20/07/1991
11602;Nynui;Galugit U.;10/04/1997
11603;Nynui;Galugit U.;18/03/1988
11604;Nynui;Galugit Uguvu;15/05/1986
11605;Nynui;Galugit Uguvu;19/08/1987
11606;Nynui;Galugit Ulgit;06/05/1979
11607;Nynui;Galugit Upe;06/11/1986
11608;Nynui;Galugit Uptexuy;20/03/1970
11609;Nynui;Galugit Uxyi;23/01/1983
11610;Nynui;Galugit V.;10/01/1970
11611;Nynui;Galugit X.;04/02/1998
11612;Nynui;Galugit Xugyk;22/08/1982
11613;Nynui;Galugit Xugyk;11/11/1960
11614;Nynui;Galugit Xugyk;24/11/1984
11615;Nynui;Galugit Xugyk;19/03/1970
11616;Nynui;Galugit Xugyk;26/06/1999
11617;Nynui;Galugit Y.;18/03/1985
11618;Nynui;Galugit Y.;08/01/1982
11619;Nynui;Galugit Y.;20/07/1983
11620;Nynui;Galugit Y.;06/11/1981
11621;Nynui;Galugit Z.;12/12/1972
11622;Nynui;Galugit Z.;18/08/1976
11623;Nynui;Galugit Z.;02/06/1976
11624;Nynui;Galugit Zlije;10/02/1967
11625;Nynui;Galugit Zugeix;02/04/1994
11626;Nynui;Galugit Zuxxyie;03/03/1984
11627;Nynui;Galugit Zuxyie;02/05/1978
11628;Nynui;Galugit Zuyt;23/02/1982
11629;Nynui;Galugit-Pvygu;10/02/1965
11630;Nynui;Galugti Y;11/11/1976
11631;Nynui;Gavxuy;08/04/1990
11632;Nynui;Gavxuy;01/02/1973
11633;Nynui;Gavxuy Gavvyzak;22/06/1965
11634;Nynui;Gavxuy J.;25/11/1962
11635;Nynui;Gavxuy Tiik;15/11/1982
11636;Nynui;Gavxuy U.;09/01/1960
11637;Nynui;Gavxuy Ulgit;18/06/1994
11638;Nynui;Gavypu;14/04/1971
11639;Nynui;Gavyz U.;08/07/1982
11640;Nynui;Gaziz;22/03/1997
11641;Nynui;Gaziz;14/10/1974
11642;Nynui;Gaziz;12/01/1969
11643;Nynui;Gaziz;04/01/1972
11644;Nynui;Gaziz Gumhuxx;06/01/1972
11645;Nynui;Gaziz Jexugpe;04/12/1989
11646;Nynui;Gekyvune;24/07/1999
11647;Nynui;Geqnuvv;08/04/1986
11648;Nynui;Gevuku;21/10/1966
11649;Nynui;Geze;25/11/1989
11650;Nynui;Geznuwlu;27/08/1978
11651;Nynui;Geznuwlu;15/11/1980
11652;Nynui;Geznuwlu Galugit;24/06/1994
11653;Nynui;Geznuwlu Gukza;13/02/1972
11654;Nynui;Geznuwlu Jigal;02/10/1994
11655;Nynui;Geznuwlu Rugxzak;20/11/1970
11656;Nynui;Gezu;29/04/1992
11657;Nynui;Gezu;25/11/1978
11658;Nynui;Gezu;20/02/1984
11659;Nynui;Gezu;02/06/1966
11660;Nynui;Gezu;17/08/1998
11661;Nynui;Gezu J.;11/01/1984
11662;Nynui;Gezu Puy;11/08/1964
11663;Nynui;Gezu Z.;19/11/1996
11664;Nynui;Gigekune;29/03/1990
11665;Nynui;Gigiyl;18/05/1975
11666;Nynui;Giktuo J.;18/06/1965
11667;Nynui;Gixvazi C.;07/10/1964
11668;Nynui;Gixvazi C. Tiik;10/03/1999
11669;Nynui;Gpuxe;29/11/1980
11670;Nynui;Gpuxe Viryku;09/04/1972
11671;Nynui;Gpykno;05/07/1998
11672;Nynui;Gucivil;15/07/1963
11673;Nynui;Gugaet;02/01/1995
11674;Nynui;Gugaet Galugit;20/10/1961
11675;Nynui;Gugujal;25/06/1990
11676;Nynui;Guguznu;19/04/1967
11677;Nynui;Gugyi;06/11/1986
11678;Nynui;Gukno Pupo;27/11/1993
11679;Nynui;Gum Gezu;16/06/1990
11680;Nynui;Gumgyxxyuk;25/06/1983
11681;Nynui;Gunlih;29/05/1995
11682;Nynui;Gunyk Uxy;26/06/1960
11683;Nynui;Gunyxtu G.;05/03/1967
11684;Nynui;Gunyxtu Zezuk;17/01/1975
11685;Nynui;Gupykno;31/07/1990
11686;Nynui;Gupykno;26/10/1995
11687;Nynui;Gupykno;22/12/1974
11688;Nynui;Gupykno;04/01/1998
11689;Nynui;Gupykno;14/11/1962
11690;Nynui;Gupykno;17/06/1983
11691;Nynui;Gupykno;23/10/1974
11692;Nynui;Gupykno;24/04/1973
11693;Nynui;Gupykno V.;22/02/1995
11694;Nynui;Guqqu;20/10/1982
11695;Nynui;Gurpakta;29/01/1966
11696;Nynui;Gutyune Utugu;15/12/1974
11697;Nynui;Guutu;28/09/1969
11698;Nynui;Guvji;23/04/1966
11699;Nynui;Guvnlu P.;02/08/1970
11700;Nynui;Guvnlu Y.;18/08/1972
11701;Nynui;Guvnyk U.;08/09/1995
11702;Nynui;Guvo;08/09/1969
11703;Nynui;Guvo;23/12/1995
11704;Nynui;Guvo;23/07/1996
11705;Nynui;Guvo Cenlu;06/02/1988
11706;Nynui;Guvo Gupykno;19/06/1968
11707;Nynui;Guvo Guvyugu;16/03/1998
11708;Nynui;Guvo S.;17/05/1968
11709;Nynui;Guvo Tykkil;12/06/1999
11710;Nynui;Guvo U.;30/10/1979
11711;Nynui;Guvo Zoxdyu;29/01/1990
11712;Nynui;Guvruvin;13/09/1999
11713;Nynui;Guvruvin;07/06/1997
11714;Nynui;Guvruvin G.;14/06/1982
11715;Nynui;Guvruvin G.;17/05/1979
11716;Nynui;Guvruvin Oagpa;22/04/1994
11717;Nynui;Guvruvin Oiukal;01/01/1971
11718;Nynui;Guvruvin P.;18/06/1965
11719;Nynui;Guvruvin Z.;14/10/1995
11720;Nynui;Guvyak;27/07/1992
11721;Nynui;Guvyak;29/08/1992
11722;Nynui;Guvyak;15/10/1980
11723;Nynui;Guvyi;28/05/1987
11724;Nynui;Guvyi;22/09/1967
11725;Nynui;Guvyi;15/08/1976
11726;Nynui;Guvyi;03/09/1997
11727;Nynui;Guvyi;18/08/1985
11728;Nynui;Guvyi;03/11/1991
11729;Nynui;Guvyku D. L.;16/03/1983
11730;Nynui;Guvyu;26/05/1995
11731;Nynui;Guvyu;20/07/1992
11732;Nynui;Guvyugu;24/07/1986
11733;Nynui;Guvyugu;27/06/1989
11734;Nynui;Guvyugu;01/03/1991
11735;Nynui;Guvyugu;28/01/1988
11736;Nynui;Guvyugu;14/03/1964
11737;Nynui;Guvyugu;23/05/1964
11738;Nynui;Guvyugu Gzivuo;03/12/1963
11739;Nynui;Guvyugu L.;19/03/1972
11740;Nynui;Guvyugu.N .R;18/02/1975
11741;Nynui;Guvyuk;27/10/1992
11742;Nynui;Guvyuk Z.;03/01/1988
11743;Nynui;Guvyune;28/09/1961
11744;Nynui;Guvyune;11/02/1987
11745;Nynui;Guvyune;12/09/1972
11746;Nynui;Guvyune;27/12/1975
11747;Nynui;Guvyune;21/12/1984
11748;Nynui;Guvyune;20/03/1989
11749;Nynui;Guvyune;28/01/1974
11750;Nynui;Guvyune;09/09/1994
11751;Nynui;Guvyune;15/09/1979
11752;Nynui;Guvyune;13/08/1981
11753;Nynui;Guvyune D.;19/09/1977
11754;Nynui;Guvyune G.;21/11/1990
11755;Nynui;Guvyune Uereznu;18/01/1984
11756;Nynui;Guvyune Upxyune;31/03/1998
11757;Nynui;Guvyxok Lixxik;20/09/1966
11758;Nynui;Guxyjy U;27/08/1983
11759;Nynui;Guxyryi P.;14/08/1970
11760;Nynui;Guzivuo Annivpiyk;10/12/1975
11761;Nynui;Guzivuo Gunagu;04/08/1964
11762;Nynui;Gykjuyxe;24/03/1970
11763;Nynui;Gyqliux Juvyg;22/11/1971
11764;Nynui;Gyqliux Uknlako Juxuhu;19/08/1987
11765;Nynui;Gyqliux Zuknyryi;10/06/1965
11766;Nynui;Gyqluix;02/09/1975
11767;Nynui;Gyqluix;14/06/1976
11768;Nynui;Gyqluix Upe;26/06/1980
11769;Nynui;Gyqluix X.;26/12/1978
11770;Nynui;Gyqluix Y.P.;02/12/1978
11771;Nynui;Gyqluixxu;17/09/1973
11772;Nynui;Gyxxu;16/10/1976
11773;Nynui;Heze Galugit Jluxyx;31/08/1990
11774;Nynui;Huvu Likvyinnu;02/02/1975
11775;Nynui;Huvul;19/04/1990
11776;Nynui;Huvvul Yzune;09/08/1981
11777;Nynui;Hykycvit Pay;29/06/1986
11778;Nynui;Hykznak O.;29/04/1976
11779;Nynui;Hyxxyug;19/12/1974
11780;Nynui;Hyxxyug;05/09/1984
11781;Nynui;Iggu;17/06/1974
11782;Nynui;Iggu S.;29/11/1983
11783;Nynui;Iggukeix;28/09/1969
11784;Nynui;Iggukeix;09/11/1966
11785;Nynui;Iggukeix;29/10/1989
11786;Nynui;Iggukeix;20/07/1971
11787;Nynui;Iggukeix J.;05/09/1961
11788;Nynui;Iggukeix Nluge;07/03/1993
11789;Nynui;Iggukeix Upe;25/08/1965
11790;Nynui;Iggukeix Xugyk;10/06/1977
11791;Nynui;Igivyqu Luhukune;31/03/1990
11792;Nynui;Igvyqu Lukkul;20/06/1999
11793;Nynui;Igyxya J;03/08/1970
11794;Nynui;Isune Juvyg;22/10/1989
11795;Nynui;Ithuvt;25/02/1995
11796;Nynui;Ithuvt;15/04/1973
11797;Nynui;Ithuvt;23/03/1991
11798;Nynui;Ithuvt;14/07/1997
11799;Nynui;Ithuvt Jiktil;15/02/1996
11800;Nynui;Ithyk Nlugpu;26/01/1989
11801;Nynui;Ivkizn Juvyg;15/08/1989
11802;Nynui;Ivyqjzak;27/09/1978
11803;Nynui;Ixyfupinl;19/07/1962
11804;Nynui;Ixyfupinl;16/07/1989
11805;Nynui;Ixyfupinl Oiupe;19/05/1962
11806;Nynui;Ixzyi;11/02/1993
11807;Nynui;Iznliv;03/03/1966
11808;Nynui;Iznliv;30/01/1993
11809;Nynui;Iznliv Y.;29/04/1997
11810;Nynui;Iznliv.Z;02/10/1977
11811;Nynui;Jagvupuy;04/05/1983
11812;Nynui;Jigal;19/01/1964
11813;Nynui;Jlutysune Zizy;13/10/1974
11814;Nynui;Juguktu;02/08/1998
11815;Nynui;Juni N.;10/02/1999
11816;Nynui;Juppu;09/09/1962
11817;Nynui;Juppu;16/04/1975
11818;Nynui;Juppu;04/03/1983
11819;Nynui;Juppu;01/10/1973
11820;Nynui;Juppu;04/10/1967
11821;Nynui;Juppu Puyvvil;02/10/1979
11822;Nynui;Juppu Utug;27/10/1983
11823;Nynui;Jutvyi Zluju;18/05/1961
11824;Nynui;Jutyi V.;16/09/1985
11825;Nynui;Jutysu;24/06/1966
11826;Nynui;Jutyune;09/12/1966
11827;Nynui;Jutyune;26/02/1978
11828;Nynui;Jutyune;07/05/1991
11829;Nynui;Jutyune;06/10/1980
11830;Nynui;Jutyune;26/10/1992
11831;Nynui;Jutyune;10/06/1990
11832;Nynui;Jutyune;15/01/1989
11833;Nynui;Jutyune Aoul;18/08/1997
11834;Nynui;Jutyune G;02/11/1970
11835;Nynui;Jutyune Gugoiukal;08/07/1977
11836;Nynui;Jutyune P.;22/05/1961
11837;Nynui;Jutyune Z.;14/12/1976
11838;Nynui;Jutyune Z.;04/11/1991
11839;Nynui;Jutyune Zuxugune;04/12/1991
11840;Nynui;Juvyg;29/01/1996
11841;Nynui;Juvyg Luzzuk;20/02/1993
11842;Nynui;Juvyge;28/07/1988
11843;Nynui;Juzzyg Uxruzzyge;05/07/1982
11844;Nynui;Kugyku;26/06/1984
11845;Nynui;Kukqo;18/05/1972
11846;Nynui;Kupyie;17/09/1964
11847;Nynui;Kupyie;25/05/1962
11848;Nynui;Kuzvune Pvygu;12/12/1981
11849;Nynui;Lextu P.;31/01/1978
11850;Nynui;Likvvyinnu N.;30/05/1967
11851;Nynui;Lixik Ixxik;11/01/1968
11852;Nynui;Lixxik Cvukqizz;20/08/1973
11853;Nynui;Luhu;14/06/1962
11854;Nynui;Luhu;27/12/1995
11855;Nynui;Luhu;18/10/1988
11856;Nynui;Luhu;15/04/1992
11857;Nynui;Luhu;05/08/1987
11858;Nynui;Luhu Sizzyqu;29/06/1986
11859;Nynui;Luhu T.;02/08/1973
11860;Nynui;Luhukune;10/01/1976
11861;Nynui;Luhukune;12/01/1966
11862;Nynui;Luhukune;07/01/1996
11863;Nynui;Luhukune Dyqnavyu;24/10/1961
11864;Nynui;Lujyg Galugit;01/01/1965
11865;Nynui;Lupyp;19/02/1962
11866;Nynui;Lusu;03/01/1979
11867;Nynui;Lusu;16/04/1990
11868;Nynui;Lusu Cungunu;12/11/1969
11869;Nynui;Luvaek U.;11/01/1977
11870;Nynui;Luvaxt;06/05/1993
11871;Nynui;Luvek Z.;06/05/1961
11872;Nynui;Luvek Zuulyt;11/07/1997
11873;Nynui;Luxygune Oezec;23/01/1981
11874;Nynui;Luzzuk;10/03/1980
11875;Nynui;Luzzuk;21/06/1998
11876;Nynui;Luzzuk;11/08/1988
11877;Nynui;Luzzuk;17/04/1989
11878;Nynui;Luzzuk;15/12/1967
11879;Nynui;Luzzuk;02/08/1965
11880;Nynui;Luzzuk;23/08/1967
11881;Nynui;Luzzuk;22/01/1995
11882;Nynui;Luzzuk;11/08/1984
11883;Nynui;Luzzuk;03/06/1985
11884;Nynui;Luzzuk;27/05/1976
11885;Nynui;Luzzuk;07/05/1984
11886;Nynui;Luzzuk;01/11/1963
11887;Nynui;Luzzuk;02/03/1989
11888;Nynui;Luzzuk I.;31/05/1998
11889;Nynui;Luzzuk Kinna;24/06/1961
11890;Nynui;Luzzuk U.;15/09/1981
11891;Nynui;Luzzuk Uptex;11/05/1977
11892;Nynui;Luzzuk X.;01/05/1970
11893;Nynui;Luzzuk Xiwzav;26/10/1978
11894;Nynui;Luzzukune;09/08/1993
11895;Nynui;Luzzukune;28/10/1988
11896;Nynui;Nako Likvo;15/08/1975
11897;Nynui;Nikkil;09/07/1992
11898;Nynui;Nisuk;01/09/1970
11899;Nynui;Nisuk;07/10/1980
11900;Nynui;Nlaguz;15/12/1994
11901;Nynui;Nlaguz Ueznyk;18/04/1965
11902;Nynui;Nlaguz Ugyte;26/12/1965
11903;Nynui;Nlivizu Oikjyki;03/11/1969
11904;Nynui;Nluyge;28/05/1975
11905;Nynui;Nugpu;10/06/1999
11906;Nynui;Nugpu Uktvih;06/08/1971
11907;Nynui;Nuyha;20/12/1965
11908;Nynui;Nynez.G;27/03/1967
11909;Nynui;Oaezaec;19/07/1969
11910;Nynui;Oezec;10/08/1967
11911;Nynui;Oezec;05/01/1984
11912;Nynui;Oezec Uptexuy;30/11/1985
11913;Nynui;Oezece;05/06/1991
11914;Nynui;Oezece;13/05/1963
11915;Nynui;Oezece;27/03/1996
11916;Nynui;Oezyce;04/06/1998
11917;Nynui;Oiuoyi;16/02/1969
11918;Nynui;Oiupe;03/04/1997
11919;Nynui;Oiupe;14/08/1979
11920;Nynui;Oiupe;19/12/1999
11921;Nynui;Ououl;18/02/1996
11922;Nynui;Ououl;04/03/1994
11923;Nynui;Ouwa;28/12/1973
11924;Nynui;Pap Sai;27/09/1965
11925;Nynui;Paqjuvyi;24/02/1972
11926;Nynui;Paqjuvyi;01/04/1976
11927;Nynui;Paqjuvyi;29/09/1998
11928;Nynui;Paqjuvyi Nevuo;23/04/1970
11929;Nynui;Paqjuvyi S.;11/02/1966
11930;Nynui;Pavpav;13/07/1988
11931;Nynui;Pekte;08/02/1970
11932;Nynui;Pekteju;12/03/1969
11933;Nynui;Pik;10/04/1982
11934;Nynui;Pikityqn Jegupil;11/11/1977
11935;Nynui;Piknsugyk;24/09/1964
11936;Nynui;Pikzak U.;29/12/1981
11937;Nynui;Pinno;16/06/1989
11938;Nynui;Piunvyq;01/09/1961
11939;Nynui;Piunvyqi R.;08/08/1972
11940;Nynui;Piunvyqi Y.;22/07/1970
11941;Nynui;Pivkutinni;08/01/1992
11942;Nynui;Pivkutinni;21/03/1963
11943;Nynui;Pivkuvtinn I.;11/01/1985
11944;Nynui;Piznysai G.;24/06/1989
11945;Nynui;Puknu;12/05/1970
11946;Nynui;Pukruxyi;28/06/1976
11947;Nynui;Pupo Flivva;18/06/1986
11948;Nynui;Pupo P.;10/04/1983
11949;Nynui;Pupul;21/02/1991
11950;Nynui;Puuzz;28/01/1998
11951;Nynui;Puvpiv;31/07/1997
11952;Nynui;Puvpuv;01/04/1978
11953;Nynui;Puxxu;21/05/1969
11954;Nynui;Puxxu;17/06/1978
11955;Nynui;Puxxul;08/09/1967
11956;Nynui;Puxxyi;31/07/1969
11957;Nynui;Puxxyi;29/09/1997
11958;Nynui;Puy;01/11/1988
11959;Nynui;Puy;25/01/1996
11960;Nynui;Puy Zlije;29/12/1966
11961;Nynui;Puylykru;08/01/1998
11962;Nynui;Puzzyi;01/05/1982
11963;Nynui;Puzzyi;01/05/1993
11964;Nynui;Puzzyi U;20/03/1969
11965;Nynui;Pvygu;26/04/1977
11966;Nynui;Pvygu;01/09/1987
11967;Nynui;Pvygu;20/09/1994
11968;Nynui;Pvygu;02/04/1972
11969;Nynui;Pvygu;23/10/1999
11970;Nynui;Pvygu;05/06/1991
11971;Nynui;Pvygu T.;05/09/1979
11972;Nynui;Pvygu Zekjuo;10/06/1978
11973;Nynui;Pykne;23/07/1988
11974;Nynui;Pykne;31/03/1989
11975;Nynui;Pykne Sykkul;05/08/1985
11976;Nynui;Qagcavn Upyi;28/11/1962
11977;Nynui;Qiqyxyu;13/09/1987
11978;Nynui;Qiqyxyu U.;02/07/1963
11979;Nynui;Qlivkav;30/11/1971
11980;Nynui;Qlivkav;05/11/1984
11981;Nynui;Qlivkav;14/11/1970
11982;Nynui;Qlivkav;20/08/1996
11983;Nynui;Qlivvkav;04/07/1965
11984;Nynui;Qlukta G.;20/12/1960
11985;Nynui;Qlvyznawliv;05/01/1971
11986;Nynui;Qlvyznyuku;01/05/1981
11987;Nynui;Quvax;16/04/1979
11988;Nynui;Qxuetyu;21/01/1972
11989;Nynui;Qxuvu Guvyi;24/11/1974
11990;Nynui;Riavri;18/09/1982
11991;Nynui;Riavri;15/12/1987
11992;Nynui;Riavri Z.;05/04/1982
11993;Nynui;Rpizzuo;11/03/1975
11994;Nynui;Rpizzuo;01/10/1975
11995;Nynui;Rpuzzuo;01/05/1992
11996;Nynui;Rpuzzuo;26/09/1985
11997;Nynui;Rpvyxxu;24/09/1979
11998;Nynui;Rupvyix;26/02/1962
11999;Nynui;Rypvyx;10/06/1983
12000;Nynui;Rypvyxxu;20/08/1978
12001;Nynui;Rypvyxxu;17/03/1984
12002;Nynui;Rypvyxxu;19/08/1984
12003;Nynui;Rypvyxxu;09/11/1993
12004;Nynui;Rypvyxxu;21/03/1969
12005;Nynui;Rypvyxxu Luzzuk;12/09/1997
12006;Nynui;Sakul;02/04/1995
12007;Nynui;Salk;19/07/1996
12008;Nynui;Salk;04/06/1977
12009;Nynui;Salk;05/03/1984
12010;Nynui;Salk;18/05/1991
12011;Nynui;Salk;05/01/1971
12012;Nynui;Salk;20/09/1997
12013;Nynui;Salk;06/04/1967
12014;Nynui;Salk;30/05/1964
12015;Nynui;Salk;05/04/1996
12016;Nynui;Salk E.;24/11/1967
12017;Nynui;Salk G.;28/02/1976
12018;Nynui;Salk N.;10/09/1980
12019;Nynui;Salk Oiugu;16/02/1964
12020;Nynui;Salk P.;06/07/1992
12021;Nynui;Salk Paga;02/10/1969
12022;Nynui;Salk T.;15/11/1989
12023;Nynui;Salk U.;19/12/1993
12024;Nynui;Salk Unna;06/05/1970
12025;Nynui;Salk Uxlusy;10/10/1975
12026;Nynui;Salk Wuex;06/02/1981
12027;Nynui;Salk Wuex;08/07/1993
12028;Nynui;Salk Zeguyxu;21/01/1977
12029;Nynui;Salk Zuxxe;17/05/1960
12030;Nynui;Salk.J;23/02/1985
12031;Nynui;Saziwl;06/08/1999
12032;Nynui;Saziwl;26/03/1972
12033;Nynui;Saziwl;16/02/1982
12034;Nynui;Saziwl;01/02/1983
12035;Nynui;Saziwl;29/10/1969
12036;Nynui;Saziwl;01/08/1983
12037;Nynui;Saziwl;31/03/1968
12038;Nynui;Saziwl;30/07/1968
12039;Nynui;Saziwl G.;23/09/1992
12040;Nynui;Saziwl J.;19/09/1961
12041;Nynui;Saziwl O;05/01/1964
12042;Nynui;Saziwl P.;16/10/1992
12043;Nynui;Saziwl Paga.;17/03/1998
12044;Nynui;Saziwl Puzzyi;09/11/1986
12045;Nynui;Saziwl Pvygu;17/01/1995
12046;Nynui;Saziwl Rpukupag;11/01/1993
12047;Nynui;Saziwl Rpukupag;22/05/1994
12048;Nynui;Saziwl V.;21/03/1966
12049;Nynui;Saziwl Z.;19/04/1992
12050;Nynui;Saziwl Zuyte;29/11/1962
12051;Nynui;Saziwlyki;30/08/1970
12052;Nynui;Saziwlyki Geze;06/10/1989
12053;Nynui;Saziwlyki Nikkigul;07/07/1973
12054;Nynui;Saziwlyki Zuxugune;18/04/1997
12055;Nynui;Sazleu;22/03/1975
12056;Nynui;Sekyav;08/06/1969
12057;Nynui;Sekyzu;20/05/1964
12058;Nynui;Seto D.;14/01/1994
12059;Nynui;Setynl;09/01/1965
12060;Nynui;Sexyez G.;27/06/1987
12061;Nynui;Sexyin Guvruvin;16/07/1962
12062;Nynui;Sikipu;11/05/1998
12063;Nynui;Sikipu;16/10/1977
12064;Nynui;Sikipu I.;25/12/1980
12065;Nynui;Sikuvt Upe Zwajo;30/10/1971
12066;Nynui;Sivigyul;28/09/1963
12067;Nynui;Sivigyul Wiuvzak;09/01/1974
12068;Nynui;Sixygune;13/12/1975
12069;Nynui;Siznyku;10/12/1961
12070;Nynui;Siznyku;27/03/1975
12071;Nynui;Sugiz;19/08/1970
12072;Nynui;Sugiz;19/12/1972
12073;Nynui;Sugiz;20/08/1962
12074;Nynui;Sugiz;02/01/1971
12075;Nynui;Sugiz C.;23/09/1999
12076;Nynui;Sugiz Gezu;05/04/1996
12077;Nynui;Sugiz J.;07/06/1977
12078;Nynui;Sugiz J.;04/01/1994
12079;Nynui;Sugiz Jigal;03/10/1972
12080;Nynui;Sugiz Vuju;10/01/1965
12081;Nynui;Sugiz Z.;19/02/1999
12082;Nynui;Sugiz Z.;23/02/1994
12083;Nynui;Sugiz Z. S.;10/05/1995
12084;Nynui;Sugux;05/05/1968
12085;Nynui;Suki;08/12/1984
12086;Nynui;Suki G.;13/09/1972
12087;Nynui;Sukune;19/08/1997
